"Kinoto", 36.42, 186
"Sandia", 58.72, 1017
"Tomate", 741.92, 720
"Frambuesa", 2052.37, 110
"Alcachofa", 124.72, 252
"Coliflor", 22.62, 465
"Tomate", 723.40, 891
"Zanahoria", 32.28, 540
"Frutilla", 300.01, 306
"Limon", 312.88, 644
"Batata", 19.38, 890
"Uva", 702.44, 282
"Frutilla", 274.78, 309
"TomCherry", 545.69, 182
"Brocoli", 364.70, 340
"Palta", 499.82, 400
"Banana", 70.38, 840
"Mandarina", 20.40, 1000
"Papa", 17.76, 1040
"Pepino", 34.65, 440
"Papa", 17.51, 960
"Zuccini", 82.24, 480
"Mandarina", 20.73, 1110
"Durazno", 130.88, 920
"Ciruela", 1008.71, 900
"Zuccini", 83.38, 558
"Zanahoria", 41.96, 528
"Caqui", 816.46, 119
"Caqui", 819.35, 83
"Naranja", 21.64, 850
"Cebolla", 72.46, 816
"Lima", 1454.17, 236
"Coliflor", 29.87, 570
"Naranja", 17.97, 1020
"Coliflor", 24.20, 420
"Repollo", 6.88, 784
"Rabanito", 243.37, 252
"Pomelo", 41.76, 819
"Zanahoria", 33.67, 654
"TomCherry", 549.15, 218
"TomCherry", 541.21, 226
"Repollo", 6.69, 798
"Palta", 507.16, 550
"Repollo", 8.33, 791
"Durazno", 160.29, 808
"Cebolla", 70.50, 808
"Lechuga", 36.67, 981
"Melon", 113.17, 392
"Palta", 1136.88, 428
"Frutilla", 314.65, 294
"Zuccini", 64.26, 636
"Durazno", 283.58, 856
"Pomelo", 50.48, 864
"Naranja", 15.12, 1110
"Zuccini", 72.95, 492
"Brocoli", 376.58, 352
"Morron", 3052.33, 588
"Naranja", 19.62, 1020
"Pera", 148.06, 1020
"Higo", 2510.91, 82
"Pepino", 25.83, 420
"Lima", 1000.19, 164
"Coliflor", 26.12, 405
"Durazno", 140.47, 792
"Naranja", 18.42, 1120
"Cebolla", 69.96, 744
"Uva", 737.14, 264
"Esparrago", 616.27, 172
"Papa", 16.63, 1030
"Durazno", 133.22, 872
"Morron", 2953.42, 702
"Choclo", 76.03, 342
"Limon", 341.62, 595
"Calabaza", 23.17, 816
"Pepino", 33.56, 505
"Naranja", 16.53, 1010
"Pomelo", 48.06, 1008
"Champignon", 3627.38, 115
"Sandia", 79.03, 747
"Pera", 151.14, 1180
"Pera", 127.71, 970
"Kinoto", 38.20, 168
"Cereza", 1119.98, 180
"Kinoto", 38.19, 210
"Repollo", 4.93, 693
"Naranja", 7.53, 870
"Banana", 61.12, 1180
"Pepino", 31.78, 475
"Palta", 1164.01, 444
"Kiwi", 425.67, 344
"Rabanito", 212.26, 300
"Papa", 14.86, 830
"Lechuga", 43.49, 1026
"Sandia", 60.93, 900
"Coliflor", 12.12, 520
"Caqui", 826.07, 113
"Coliflor", 30.87, 495
"Berenjena", 58.40, 588
"Brocoli", 372.94, 368
"Banana", 62.01, 1020
"Esparrago", 633.91, 224
"Durazno", 156.36, 936
"Mandarina", 21.17, 850
"Tomate", 799.46, 1080
"Palta", 1151.11, 468
"Zanahoria", 29.28, 480
"Lechuga", 27.78, 1026
"Durazno", 271.38, 920
"Frutilla", 320.04, 360
"Banana", 75.97, 1050
"Kinoto", 35.11, 238
"Acelga", 15.63, 1008
"Cereza", 1012.93, 210
"Zuccini", 69.20, 696
"Mandarina", 17.54, 1140
"TomCherry", 566.85, 182
"Morron", 2930.43, 552
"Apio", 70.57, 315
"Lima", 1276.74, 208
"Repollo", 3.20, 588
"Mandarina", 21.26, 800
"Morron", 2977.29, 702
"Tomate", 713.06, 828
"Lima", 1191.26, 190
"Durazno", 128.01, 800
"Palta", 462.04, 555
"Alcachofa", 145.88, 261
"Naranja", 17.02, 950
"Ciruela", 968.76, 819
"Morron", 2994.46, 612
"Lima", 1197.38, 230
"Kinoto", 36.70, 206
"Batata", 21.82, 1090
"Brocoli", 358.51, 400
"Uva", 709.16, 327
"Durazno", 153.10, 768
"Berenjena", 64.83, 600
"Zuccini", 90.87, 594
"Kiwi", 403.99, 460
"Esparrago", 595.40, 196
"Apio", 64.42, 300
"Champignon", 3695.01, 119
"Palta", 1188.33, 392
"Limon", 321.44, 609
"Batata", 24.44, 960
"Limon", 339.69, 784
"Sandia", 57.59, 774
"Durazno", 272.95, 648
"Lima", 1414.42, 194
"Higo", 2517.57, 81
"Ciruela", 966.52, 747
"Pepino", 39.79, 510
"Limon", 345.60, 686
"Champignon", 3579.87, 118
"Batata", 27.28, 1190
"Lima", 1242.27, 180
"Repollo", 6.57, 749
"Limon", 291.78, 749
"Caqui", 810.01, 100
"Banana", 68.37, 1150
"Apio", 73.53, 246
"Durazno", 273.82, 944
"Choclo", 47.80, 342
"Brocoli", 390.25, 452
"Apio", 57.75, 285
"Banana", 67.98, 1020
"Banana", 68.83, 1160
"Kiwi", 447.56, 360
"Mandarina", 14.61, 1190
"Durazno", 125.52, 856
"Manzana", 149.20, 930
"Repollo", 10.15, 693
"Papa", 20.82, 1170
"Frambuesa", 2071.64, 89
"Champignon", 3696.99, 90
"Repollo", 9.82, 623
"Ciruela", 912.40, 981
"Coliflor", 40.30, 415
"Palta", 1164.42, 436
"TomCherry", 567.02, 196
"TomCherry", 540.62, 172
"Kinoto", 33.69, 186
"Lima", 1387.23, 172
"Frutilla", 302.42, 291
"Kinoto", 31.13, 166
"Mandarina", 28.39, 940
"Ciruela", 981.07, 720
"Higo", 2509.90, 117
"Kinoto", 37.38, 228
"Calabaza", 21.48, 816
"Berenjena", 51.50, 606
"Palta", 1151.71, 388
"Sandia", 50.99, 990
"Pepino", 34.99, 465
"Repollo", 5.54, 658
"Mandarina", 17.28, 1160
"Batata", 21.84, 1070
"Morron", 2920.62, 546
"Alcachofa", 141.94, 291
"Durazno", 268.77, 704
"Durazno", 149.53, 800
"Lima", 1092.52, 202
"Alcachofa", 136.15, 279
"Batata", 15.88, 960
"Coliflor", 31.73, 590
"Mandarina", 18.32, 1150
"Durazno", 264.47, 704
"Kiwi", 440.84, 332
"Palta", 1121.16, 436
"Lima", 1197.18, 190
"Naranja", 10.42, 1200
"Higo", 2502.26, 117
"Brocoli", 382.52, 428
"Brocoli", 376.56, 468
"Tomate", 705.74, 792
"Acelga", 23.67, 756
"Sandia", 56.34, 1017
"Ciruela", 953.84, 909
"Acelga", 22.40, 954
"Cereza", 946.94, 180
"Durazno", 154.59, 848
"Lima", 1225.46, 212
"Zanahoria", 48.73, 582
"Choclo", 52.13, 258
"Apio", 47.53, 339
"Coliflor", 29.16, 430
"Palta", 494.48, 560
"Lima", 1396.00, 194
"Alcachofa", 143.95, 327
"Tomate", 732.22, 1053
"Naranja", 19.00, 970
"Durazno", 168.91, 664
"Acelga", 20.47, 954
"Kiwi", 436.77, 344
"TomCherry", 569.10, 178
"Lechuga", 41.08, 891
"Caqui", 873.05, 90
"Cereza", 1010.28, 178
"TomCherry", 561.85, 206
"Kinoto", 41.52, 192
"Melon", 94.60, 444
"Acelga", 23.24, 918
"Coliflor", 35.78, 485
"Ajo", 919.30, 82
"Zuccini", 90.12, 714
"Coliflor", 23.49, 435
"Morron", 2877.96, 582
"Morron", 2936.65, 600
"Kinoto", 23.89, 164
"Zuccini", 97.86, 534
"Choclo", 58.70, 249
"Banana", 67.74, 820
"Ciruela", 983.08, 837
"Ciruela", 990.60, 738
"Limon", 303.96, 588
"Naranja", 12.35, 1000
"Calabaza", 12.92, 896
"Ciruela", 1017.99, 864
"TomCherry", 546.36, 200
"Caqui", 838.28, 98
"Naranja", 14.04, 840
"Caqui", 819.18, 104
"Palta", 1124.87, 452
"Lechuga", 43.93, 864
"Banana", 63.12, 1120
"Calabaza", 18.82, 952
"Sandia", 59.72, 855
"Brocoli", 378.24, 336
"Frutilla", 298.88, 267
"Cereza", 1086.74, 212
"Zanahoria", 38.02, 648
"Naranja", 12.64, 1100
"Banana", 80.36, 870
"Banana", 52.39, 1090
"Frutilla", 276.31, 342
"Durazno", 258.62, 640
"Durazno", 145.21, 648
"Lima", 1197.46, 166
"Naranja", 12.04, 1070
"Ajo", 953.68, 103
"Lima", 1043.81, 230
"Apio", 48.43, 246
"Banana", 48.37, 820
"Alcachofa", 145.30, 321
"Lima", 1028.16, 198
"Calabaza", 21.29, 704
"Berenjena", 44.00, 576
"Kiwi", 420.28, 444
"Berenjena", 46.42, 480
"Tomate", 773.81, 981
"Tomate", 754.36, 891
"Morron", 2936.78, 492
"Tomate", 740.67, 828
"Caqui", 810.03, 119
"Mandarina", 21.34, 1060
"Brocoli", 354.57, 392
"Durazno", 258.77, 880
"Cereza", 1059.39, 192
"Lima", 1397.76, 214
"Lima", 1434.21, 206
"Frutilla", 317.47, 255
"Lima", 1351.50, 240
"TomCherry", 526.44, 216
"Batata", 23.09, 1180
"Morron", 3011.63, 672
"Esparrago", 608.07, 214
"Kinoto", 34.84, 188
"Durazno", 300.19, 640
"Morron", 2945.40, 516
"Choclo", 50.72, 279
"Lima", 1379.41, 172
"Pomelo", 48.81, 738
"Mandarina", 23.96, 900
"Palta", 480.49, 460
"Higo", 2503.60, 83
"Repollo", 6.66, 707
"Coliflor", 28.14, 450
"Calabaza", 24.23, 648
"Caqui", 816.55, 100
"Calabaza", 16.35, 792
"Papa", 18.25, 930
"Zanahoria", 32.82, 522
"Esparrago", 630.05, 226
"Brocoli", 381.80, 440
"Mandarina", 21.59, 880
"Apio", 43.05, 243
"Frutilla", 278.37, 285
"Frambuesa", 2011.97, 113
"Naranja", 19.32, 1060
"Pomelo", 53.01, 909
"Frutilla", 287.47, 252
"Lima", 1034.06, 222
"Repollo", 7.99, 686
"Cereza", 1050.09, 214
"Acelga", 15.25, 873
"Caqui", 842.36, 88
"Cereza", 1019.82, 186
"Acelga", 11.88, 963
"Champignon", 3538.22, 100
"Sandia", 55.79, 1080
"Lima", 1266.58, 166
"Rabanito", 194.24, 300
"Papa", 22.78, 1110
"Durazno", 178.29, 768
"Uva", 711.86, 309
"Naranja", 12.58, 1200
"Rabanito", 244.33, 306
"Pomelo", 47.56, 828
"Durazno", 152.58, 664
"Brocoli", 358.23, 460
"Pepino", 35.99, 460
"Palta", 493.88, 445
"Higo", 2417.00, 119
"Uva", 685.50, 303
"Limon", 323.19, 833
"Esparrago", 534.38, 176
"Rabanito", 240.76, 279
"Esparrago", 592.52, 182
"Cebolla", 61.21, 672
"Melon", 81.47, 472
"Lima", 1196.79, 188
"Zanahoria", 34.98, 552
"Berenjena", 42.24, 624
"Batata", 21.94, 1030
"Mandarina", 14.27, 1150
"Papa", 10.97, 830
"Lima", 1266.65, 230
"Alcachofa", 138.50, 288
"Berenjena", 48.29, 594
"Pepino", 41.09, 415
"Esparrago", 621.85, 168
"Higo", 2433.22, 103
"Mandarina", 17.64, 1020
"Tomate", 716.94, 963
"Uva", 693.12, 321
"Cereza", 1029.07, 202
"Papa", 25.43, 1080
"Kinoto", 32.48, 222
"Pepino", 42.37, 555
"Berenjena", 45.90, 720
"Lechuga", 26.86, 954
"Higo", 2523.02, 108
"Ajo", 897.46, 87
"Frambuesa", 2025.42, 104
"Cebolla", 56.02, 944
"Uva", 764.50, 282
"Frutilla", 308.80, 339
"Durazno", 281.48, 912
"Palta", 476.58, 470
"Naranja", 11.72, 1120
"Alcachofa", 155.17, 348
"Morron", 2957.22, 606
"Sandia", 59.62, 810
"Champignon", 3609.34, 117
"Ciruela", 921.39, 927
"Durazno", 126.94, 736
"Durazno", 167.34, 784
"Tomate", 768.89, 765
"Pera", 145.42, 1110
"Zuccini", 78.90, 648
"Manzana", 146.93, 840
"Coliflor", 38.67, 435
"Uva", 692.64, 351
"Morron", 2923.35, 636
"Lima", 1190.65, 164
"Apio", 52.72, 357
"Palta", 462.11, 480
"Lechuga", 33.41, 1035
"Zuccini", 69.99, 570
"Limon", 294.70, 763
"Batata", 25.18, 820
"Sandia", 55.16, 846
"Kiwi", 423.69, 320
"Papa", 8.32, 1070
"Tomate", 763.84, 1053
"Naranja", 10.05, 1180
"Frutilla", 290.08, 303
"Apio", 57.21, 321
"Pomelo", 47.80, 882
"Frambuesa", 2119.30, 100
"Rabanito", 244.39, 303
"Uva", 705.60, 270
"Rabanito", 208.05, 315
"Pera", 140.13, 1000
"Papa", 13.84, 1160
"Choclo", 59.64, 285
"Durazno", 271.79, 856
"Melon", 93.68, 332
"Limon", 292.49, 560
"Zanahoria", 32.02, 534
"Kinoto", 34.86, 194
"Lima", 1293.91, 224
"Tomate", 757.76, 1080
"Alcachofa", 143.40, 288
"Higo", 2505.77, 82
"Tomate", 718.80, 810
"Mandarina", 21.60, 1110
"Ciruela", 942.35, 936
"Batata", 21.44, 1050
"Acelga", 24.37, 828
"Palta", 490.34, 570
"Kiwi", 454.13, 452
"Uva", 762.99, 351
"Zuccini", 85.45, 570
"Batata", 24.60, 1160
"Pera", 151.86, 1010
"Uva", 706.28, 258
"Manzana", 143.94, 850
"Morron", 2924.31, 492
"Sandia", 62.70, 891
"Lima", 1397.07, 196
"Naranja", 9.00, 840
"Rabanito", 197.56, 291
"Cebolla", 67.80, 816
"Manzana", 146.64, 940
"Naranja", 3.22, 1090
"Kinoto", 41.95, 180
"Durazno", 288.78, 672
"Kiwi", 365.97, 328
"Limon", 324.71, 630
"Palta", 534.13, 525
"Naranja", 15.33, 1000
"Banana", 53.48, 1090
"Batata", 20.79, 930
"Lima", 1383.32, 194
"Cereza", 1104.10, 210
"Coliflor", 21.96, 550
"Palta", 518.87, 430
"Zanahoria", 37.67, 600
"Palta", 501.49, 430
"Pera", 150.89, 990
"Melon", 135.17, 344
"Acelga", 19.68, 972
"Pera", 140.20, 1150
"Frambuesa", 2134.61, 104
"Tomate", 745.38, 729
"Papa", 14.03, 1130
"Durazno", 159.42, 904
"Melon", 114.45, 392
"Acelga", 22.04, 774
"Morron", 2934.64, 714
"Palta", 1106.10, 420
"Esparrago", 624.84, 220
"Pera", 149.05, 950
"Lima", 952.50, 214
"Tomate", 712.92, 999
"Lima", 1264.38, 202
"Lima", 974.46, 234
"Rabanito", 244.35, 330
"Acelga", 17.09, 819
"TomCherry", 543.24, 208
"Rabanito", 255.32, 276
"Zuccini", 87.31, 570
"Pera", 150.50, 970
"Naranja", 16.83, 830
"Lima", 1189.85, 238
"TomCherry", 560.52, 206
"Palta", 502.71, 515
"Mandarina", 22.61, 800
"Papa", 19.39, 1040
"Cereza", 1046.48, 228
"Apio", 53.72, 258
"Durazno", 151.26, 960
"Ciruela", 952.69, 990
"Mandarina", 22.37, 1140
"Durazno", 168.91, 768
"Kiwi", 438.92, 388
"Durazno", 167.73, 880
"Mandarina", 10.03, 1140
"Coliflor", 18.26, 560
"Ciruela", 985.57, 801
"Lima", 1247.92, 232
"Mandarina", 19.47, 1030
"Lechuga", 37.13, 1080
"Banana", 73.21, 1060
"Durazno", 152.62, 888
"Brocoli", 328.68, 448
"Kinoto", 23.97, 180
"Caqui", 811.46, 112
"Papa", 18.00, 1100
"Coliflor", 30.10, 525
"Palta", 483.05, 540
"Lima", 1344.41, 230
"TomCherry", 539.65, 196
"Morron", 2970.02, 696
"Morron", 2890.85, 666
"Banana", 68.11, 860
"Choclo", 51.23, 252
"TomCherry", 534.59, 182
"Manzana", 129.41, 940
"Cereza", 1055.62, 216
"Mandarina", 9.54, 1040
"Lechuga", 30.77, 1053
"Kiwi", 409.03, 328
"Kiwi", 457.14, 440
"Ajo", 925.93, 115
"Ciruela", 974.55, 891
"Brocoli", 374.39, 464
"Apio", 52.33, 333
"Cereza", 988.49, 232
"Pomelo", 42.70, 1044
"Kinoto", 41.88, 182
"Mandarina", 21.49, 1050
"Mandarina", 18.25, 1100
"Lima", 1405.48, 236
"Cereza", 1010.64, 220
"Higo", 2500.91, 100
"Tomate", 753.29, 936
"Higo", 2478.87, 91
"Lima", 1174.37, 224
"Esparrago", 600.25, 236
"Pomelo", 47.81, 909
"Champignon", 3694.20, 112
"Mandarina", 10.51, 1090
"Berenjena", 55.47, 612
"Brocoli", 337.54, 404
"Choclo", 54.82, 345
"Limon", 311.68, 560
"Frambuesa", 2050.34, 83
"Sandia", 68.11, 1062
"Naranja", 11.04, 900
"Higo", 2503.14, 88
"Palta", 498.63, 490
"Lima", 1248.97, 184
"Sandia", 58.20, 792
"Ajo", 916.25, 85
"Rabanito", 210.24, 255
"Brocoli", 353.50, 388
"Zuccini", 76.64, 696
"Batata", 24.39, 1120
"Pera", 144.41, 880
"Coliflor", 24.41, 525
"Durazno", 158.90, 872
"Naranja", 13.03, 1110
"Ciruela", 956.29, 873
"Palta", 1119.98, 396
"Mandarina", 18.28, 1100
"Esparrago", 619.03, 180
"Durazno", 140.61, 784
"Naranja", 6.50, 940
"Repollo", 1.14, 567
"Champignon", 3693.28, 101
"Berenjena", 46.18, 666
"Ajo", 929.27, 96
"Calabaza", 21.88, 680
"Higo", 2476.54, 108
"Caqui", 754.57, 83
"Mandarina", 24.39, 970
"Brocoli", 369.33, 476
"Rabanito", 223.87, 267
"Tomate", 692.81, 765
"Lima", 1187.97, 232
"Coliflor", 19.67, 585
"Acelga", 20.82, 981
"Frambuesa", 2092.52, 113
"Cereza", 1063.71, 206
"Ajo", 856.94, 98
"Berenjena", 53.52, 702
"Zanahoria", 20.44, 672
"Coliflor", 31.09, 520
"Uva", 684.71, 297
"Mandarina", 13.62, 1140
"Cereza", 980.87, 172
"Durazno", 148.80, 648
"Palta", 506.40, 515
"Tomate", 748.60, 756
"Durazno", 270.51, 896
"TomCherry", 540.58, 230
"Manzana", 133.92, 910
"Esparrago", 600.75, 182
"Sandia", 54.96, 900
"Choclo", 63.39, 267
"Uva", 697.19, 246
"Manzana", 140.26, 1160
"Limon", 340.03, 840
"Frambuesa", 2007.89, 82
"Lima", 1224.23, 162
"Choclo", 65.89, 357
"Ciruela", 955.31, 1017
"Higo", 2527.50, 106
"Kiwi", 439.79, 472
"Frambuesa", 2069.70, 86
"Ciruela", 916.99, 756
"Pepino", 37.05, 480
"Cebolla", 64.72, 728
"Calabaza", 20.38, 784
"Coliflor", 19.74, 435
"TomCherry", 549.00, 208
"Batata", 23.99, 910
"Banana", 67.24, 1120
"Calabaza", 29.83, 808
"Pepino", 36.92, 525
"Lima", 1200.32, 238
"Durazno", 169.40, 888
"Esparrago", 631.02, 176
"Lechuga", 47.80, 864
"Champignon", 3619.26, 110
"Kiwi", 425.62, 436
"Naranja", 12.93, 960
"Ajo", 875.42, 104
"Champignon", 3603.75, 81
"Coliflor", 30.05, 490
"Ciruela", 969.26, 882
"Naranja", 16.18, 1100
"Limon", 316.86, 602
"Caqui", 824.77, 98
"Batata", 22.10, 1040
"Coliflor", 32.80, 580
"Caqui", 852.50, 115
"Manzana", 125.83, 1110
"Repollo", 11.93, 784
"Durazno", 147.45, 832
"Caqui", 862.59, 103
"Alcachofa", 128.44, 357
"Tomate", 730.25, 828
"Alcachofa", 144.26, 300
"Limon", 326.36, 735
"Morron", 2909.21, 582
"Brocoli", 358.20, 480
"Frutilla", 274.60, 291
"Frambuesa", 2092.19, 84
"Pomelo", 49.62, 981
"Zuccini", 76.33, 504
"Calabaza", 22.27, 896
"Durazno", 129.53, 704
"Alcachofa", 160.48, 321
"Ciruela", 914.01, 1008
"Cereza", 1040.22, 222
"Caqui", 890.72, 113
"Berenjena", 66.74, 684
"Berenjena", 56.11, 522
"Zanahoria", 29.99, 618
"Calabaza", 16.04, 960
"Coliflor", 28.14, 520
"Calabaza", 15.42, 784
"Melon", 111.79, 476
"Frambuesa", 1984.66, 117
"Batata", 17.87, 1100
"Palta", 1138.00, 396
"Durazno", 281.28, 816
"Choclo", 67.83, 297
"Higo", 2460.93, 93
"Melon", 112.26, 448
"Brocoli", 338.44, 476
"Zanahoria", 27.64, 654
"Mandarina", 14.12, 1100
"Rabanito", 206.10, 333
"Choclo", 46.16, 309
"Manzana", 133.82, 830
"Durazno", 168.73, 816
"Durazno", 307.09, 808
"Rabanito", 224.44, 270
"Higo", 2612.68, 98
"Coliflor", 30.99, 550
"Kinoto", 41.79, 186
"Sandia", 51.91, 918
"Lima", 1228.73, 240
"Pera", 148.80, 820
"Frutilla", 278.93, 246
"Choclo", 53.81, 348
"Rabanito", 220.60, 357
"Esparrago", 642.86, 162
"Kiwi", 384.57, 352
"Naranja", 21.58, 880
"Choclo", 58.82, 357
"Durazno", 173.76, 800
"Brocoli", 337.16, 336
"Higo", 2488.74, 96
"Batata", 23.22, 1130
"Mandarina", 17.95, 870
"Pomelo", 46.13, 1044
"Champignon", 3552.80, 117
"Coliflor", 42.83, 510
"Brocoli", 357.05, 412
"Ajo", 931.00, 120
"Durazno", 151.03, 744
"Pomelo", 49.68, 1008
"Kiwi", 429.18, 396
"Pomelo", 56.60, 909
"Durazno", 278.65, 856
"Batata", 12.16, 1190
"Lima", 1044.93, 164
"Lima", 1013.04, 166
"Uva", 702.34, 285
"Palta", 476.08, 580
"Rabanito", 225.47, 240
"Zanahoria", 21.76, 636
"Palta", 1132.13, 460
"Kinoto", 33.80, 168
"Coliflor", 30.94, 555
"Sandia", 53.79, 972
"Sandia", 58.92, 801
"Mandarina", 30.70, 830
"Champignon", 3605.69, 98
"Brocoli", 372.28, 372
"Morron", 2991.48, 648
"Lechuga", 46.02, 963
"Limon", 334.89, 763
"Lima", 1178.83, 178
"Durazno", 132.55, 848
"Banana", 57.45, 1090
"Naranja", 15.39, 1060
"Esparrago", 632.01, 212
"Rabanito", 229.08, 282
"Durazno", 145.23, 952
"Calabaza", 22.28, 760
"Uva", 720.15, 270
"Lima", 1040.85, 188
"Melon", 81.13, 460
"Lima", 1264.80, 224
"Mandarina", 23.57, 1020
"Pera", 150.58, 900
"Apio", 57.53, 324
"Palta", 1172.98, 464
"Cebolla", 60.94, 664
"Apio", 59.44, 312
"Acelga", 16.06, 729
"Mandarina", 20.08, 1140
"Durazno", 169.21, 784
"Pera", 147.28, 1070
"Frambuesa", 2027.06, 90
"Cereza", 1043.23, 222
"Kiwi", 427.66, 424
"Limon", 339.26, 679
"Lima", 1014.87, 192
"Kiwi", 447.90, 360
"Naranja", 9.28, 1010
"Ajo", 913.16, 98
"Lima", 1352.75, 210
"Pomelo", 44.17, 1071
"Caqui", 833.75, 87
"Lima", 1096.59, 170
"Uva", 684.87, 342
"Cereza", 1089.92, 238
"Champignon", 3607.25, 119
"Frutilla", 305.99, 297
"Repollo", 4.19, 651
"Sandia", 52.84, 900
"Esparrago", 632.69, 202
"Frutilla", 310.92, 282
"Frutilla", 284.74, 330
"Palta", 1146.31, 404
"Frutilla", 323.81, 306
"Tomate", 723.35, 819
"Brocoli", 375.38, 400
"Uva", 666.13, 246
"Pepino", 37.10, 425
"Mandarina", 22.08, 1080
"Berenjena", 55.05, 522
"Zuccini", 85.16, 504
"Durazno", 277.07, 896
"Durazno", 271.82, 792
"Palta", 471.04, 415
"Pepino", 35.58, 405
"Lechuga", 43.96, 1026
"Durazno", 158.64, 824
"Durazno", 123.83, 688
"Zanahoria", 31.14, 546
"Palta", 1158.55, 340
"Repollo", 5.04, 721
"Cereza", 1018.78, 216
"Pomelo", 43.71, 846
"Kiwi", 454.02, 428
"Naranja", 8.39, 1080
"Kiwi", 450.60, 408
"Palta", 1108.14, 400
"Limon", 303.56, 658
"Uva", 645.00, 249
"Pepino", 43.96, 565
"Coliflor", 21.96, 505
"Palta", 1174.83, 360
"Durazno", 303.22, 816
